category,group,measure,year,value,chart
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,per capita cash,2015.0,-34.69999999999709,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,per capita cash,2015.0,-40.72200000000157,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,per capita cash,2015.0,-86.61899999999878,scheduled.dollar.change
All,All,net per capita annuity,2015.0,-51.86200000000099,scheduled.dollar.change
Age,62-69,net per capita annuity,2015.0,-43.695999999996275,scheduled.dollar.change
Age,70-74,net per capita annuity,2015.0,-81.0659999999989,scheduled.dollar.change
Age,75-79,net per capita annuity,2015.0,-64.43100000000413,scheduled.dollar.change
Age,80-84,net per capita annuity,2015.0,-53.71700000000419,scheduled.dollar.change
Age,85+,net per capita annuity,2015.0,-13.084999999999127,scheduled.dollar.change
Sex,Female,net per capita annuity,2015.0,-46.22400000000198,scheduled.dollar.change
Sex,Male,net per capita annuity,2015.0,-58.682999999997264,scheduled.dollar.change
Education,1.High School Dropout,net per capita annuity,2015.0,-32.49200000000201,scheduled.dollar.change
Education,2.High School Graduate,net per capita annuity,2015.0,-52.345000000001164,scheduled.dollar.change
Education,3.Some College,net per capita annuity,2015.0,-50.37299999999959,scheduled.dollar.change
Education,4.College Graduate,net per capita annuity,2015.0,-64.346000000005,scheduled.dollar.change
Race Ethnicity,1.White,net per capita annuity,2015.0,-57.02599999999802,scheduled.dollar.change
Race Ethnicity,2.Black,net per capita annuity,2015.0,-43.00499999999738,scheduled.dollar.change
Race Ethnicity,3.Hispanic,net per capita annuity,2015.0,-33.64099999999962,scheduled.dollar.change
Race Ethnicity,4.Other,net per capita annuity,2015.0,-26.973000000005413,scheduled.dollar.change
Marital Status,Married,net per capita annuity,2015.0,-57.17199999999866,scheduled.dollar.change
Marital Status,Widowed,net per capita annuity,2015.0,-49.95400000000518,scheduled.dollar.change
Marital Status,Divorced,net per capita annuity,2015.0,-32.04200000000128,scheduled.dollar.change
Marital Status,Single,net per capita annuity,2015.0,-53.36999999999534,scheduled.dollar.change
Shared Work Years,0-9,net per capita annuity,2015.0,-0.4420000000000073,scheduled.dollar.change
Shared Work Years,10-14,net per capita annuity,2015.0,-3.647000000000844,scheduled.dollar.change
Shared Work Years,15-19,net per capita annuity,2015.0,-18.247999999999593,scheduled.dollar.change
Shared Work Years,20-24,net per capita annuity,2015.0,-36.02799999999843,scheduled.dollar.change
Shared Work Years,25-29,net per capita annuity,2015.0,-31.855999999999767,scheduled.dollar.change
Shared Work Years,30-34,net per capita annuity,2015.0,-43.2609999999986,scheduled.dollar.change
Shared Work Years,35-39,net per capita annuity,2015.0,-58.26900000000023,scheduled.dollar.change
Shared Work Years,40+,net per capita annuity,2015.0,-70.75,scheduled.dollar.change
Own Work Years,0-9,net per capita annuity,2015.0,-10.062999999998283,scheduled.dollar.change
Own Work Years,10-14,net per capita annuity,2015.0,-31.049000000002707,scheduled.dollar.change
Own Work Years,15-19,net per capita annuity,2015.0,-28.109000000004016,scheduled.dollar.change
Own Work Years,20-24,net per capita annuity,2015.0,-28.583999999995285,scheduled.dollar.change
Own Work Years,25-29,net per capita annuity,2015.0,-36.203999999997905,scheduled.dollar.change
Own Work Years,30-34,net per capita annuity,2015.0,-51.35599999999977,scheduled.dollar.change
Own Work Years,35-39,net per capita annuity,2015.0,-34.570000000006985,scheduled.dollar.change
Own Work Years,40+,net per capita annuity,2015.0,-72.07499999999709,scheduled.dollar.change
Shared Income Quintile,bottom quintile,net per capita annuity,2015.0,-9.782000000001062,scheduled.dollar.change
Shared Income Quintile,2nd quintile,net per capita annuity,2015.0,-44.68699999999808,scheduled.dollar.change
Shared Income Quintile,3rd quintile,net per capita annuity,2015.0,-49.190999999998894,scheduled.dollar.change
Shared Income Quintile,4th quintile,net per capita annuity,2015.0,-52.36200000000099,scheduled.dollar.change
Shared Income Quintile,top quintile,net per capita annuity,2015.0,-96.33100000000559,scheduled.dollar.change
Shared Lifetime Earnings Quintile,bottom quintile,net per capita annuity,2015.0,-11.927999999999884,scheduled.dollar.change
Shared Lifetime Earnings Quintile,2nd quintile,net per capita annuity,2015.0,-39.647000000000844,scheduled.dollar.change
Shared Lifetime Earnings Quintile,3rd quintile,net per capita annuity,2015.0,-53.669999999998254,scheduled.dollar.change
Shared Lifetime Earnings Quintile,4th quintile,net per capita annuity,2015.0,-66.1559999999954,scheduled.dollar.change
Shared Lifetime Earnings Quintile,top quintile,net per capita annuity,2015.0,-87.91700000000128,scheduled.dollar.change
Homeownership,Home Owner,net per capita annuity,2015.0,-58.254000000000815,scheduled.dollar.change
Homeownership,Renter,net per capita annuity,2015.0,-26.488000000001193,scheduled.dollar.change
Family Income Relative to Official Poverty,1.Less 100% of Poverty,net per capita annuity,2015.0,-1.195000000001528,scheduled.dollar.change
Family Income Relative to Official Poverty,2.100-199% of Poverty,net per capita annuity,2015.0,-9.543000000001484,scheduled.dollar.change
Family Income Relative to Official Poverty,3.200-399% of Poverty,net per capita annuity,2015.0,45.008999999998196,scheduled.dollar.change
Family Income Relative to Official Poverty,4.400%+ of Poverty,net per capita annuity,2015.0,-12.688000000009197,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),<0k,net per capita annuity,2015.0,-37.690999999998894,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),0k -  5k,net per capita annuity,2015.0,-60.83499999999913,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),5k - 25k,net per capita annuity,2015.0,-52.37000000000262,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),25k +,net per capita annuity,2015.0,-62.05000000000291,scheduled.dollar.change
Per Capita Financial Assets ($2015),<0k,net per capita annuity,2015.0,-12.090000000000146,scheduled.dollar.change
Per Capita Financial Assets ($2015),0k -  5k,net per capita annuity,2015.0,-35.87700000000041,scheduled.dollar.change
Per Capita Financial Assets ($2015),5k - 25k,net per capita annuity,2015.0,-40.52400000000125,scheduled.dollar.change
Per Capita Financial Assets ($2015),25k +,net per capita annuity,2015.0,-66.07900000001246,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),<0k,net per capita annuity,2015.0,-11.791999999999462,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,net per capita annuity,2015.0,-31.88799999999901,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,net per capita annuity,2015.0,-38.697000000000116,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,net per capita annuity,2015.0,-61.13400000000547,scheduled.dollar.change
All,All,net per capita cash,2015.0,-54.40599999999904,scheduled.dollar.change
Age,62-69,net per capita cash,2015.0,-50.23999999999796,scheduled.dollar.change
Age,70-74,net per capita cash,2015.0,-75.71500000000378,scheduled.dollar.change
Age,75-79,net per capita cash,2015.0,-70.43900000000212,scheduled.dollar.change
Age,80-84,net per capita cash,2015.0,-50.733000000000175,scheduled.dollar.change
Age,85+,net per capita cash,2015.0,-13.085000000002765,scheduled.dollar.change
Sex,Female,net per capita cash,2015.0,-50.905000000002474,scheduled.dollar.change
Sex,Male,net per capita cash,2015.0,-58.64199999999619,scheduled.dollar.change
Education,1.High School Dropout,net per capita cash,2015.0,-35.55899999999929,scheduled.dollar.change
Education,2.High School Graduate,net per capita cash,2015.0,-57.58099999999831,scheduled.dollar.change
Education,3.Some College,net per capita cash,2015.0,-55.41800000000512,scheduled.dollar.change
Education,4.College Graduate,net per capita cash,2015.0,-60.90200000000186,scheduled.dollar.change
Race Ethnicity,1.White,net per capita cash,2015.0,-60.78100000000268,scheduled.dollar.change
Race Ethnicity,2.Black,net per capita cash,2015.0,-41.358000000000175,scheduled.dollar.change
Race Ethnicity,3.Hispanic,net per capita cash,2015.0,-33.79500000000189,scheduled.dollar.change
Race Ethnicity,4.Other,net per capita cash,2015.0,-23.997999999999593,scheduled.dollar.change
Marital Status,Married,net per capita cash,2015.0,-60.602999999999156,scheduled.dollar.change
Marital Status,Widowed,net per capita cash,2015.0,-50.590000000000146,scheduled.dollar.change
Marital Status,Divorced,net per capita cash,2015.0,-32.88999999999942,scheduled.dollar.change
Marital Status,Single,net per capita cash,2015.0,-58.01599999999962,scheduled.dollar.change
Shared Work Years,0-9,net per capita cash,2015.0,-0.4420000000000073,scheduled.dollar.change
Shared Work Years,10-14,net per capita cash,2015.0,-3.646999999999025,scheduled.dollar.change
Shared Work Years,15-19,net per capita cash,2015.0,-18.097999999999956,scheduled.dollar.change
Shared Work Years,20-24,net per capita cash,2015.0,-28.658000000003085,scheduled.dollar.change
Shared Work Years,25-29,net per capita cash,2015.0,-38.215000000000146,scheduled.dollar.change
Shared Work Years,30-34,net per capita cash,2015.0,-31.536000000000058,scheduled.dollar.change
Shared Work Years,35-39,net per capita cash,2015.0,-49.92199999999866,scheduled.dollar.change
Shared Work Years,40+,net per capita cash,2015.0,-83.4539999999979,scheduled.dollar.change
Own Work Years,0-9,net per capita cash,2015.0,-9.703999999999724,scheduled.dollar.change
Own Work Years,10-14,net per capita cash,2015.0,-26.880999999997584,scheduled.dollar.change
Own Work Years,15-19,net per capita cash,2015.0,-33.029999999998836,scheduled.dollar.change
Own Work Years,20-24,net per capita cash,2015.0,-28.583999999998923,scheduled.dollar.change
Own Work Years,25-29,net per capita cash,2015.0,-23.82999999999811,scheduled.dollar.change
Own Work Years,30-34,net per capita cash,2015.0,-68.31400000000212,scheduled.dollar.change
Own Work Years,35-39,net per capita cash,2015.0,-42.65099999999802,scheduled.dollar.change
Own Work Years,40+,net per capita cash,2015.0,-73.85800000000017,scheduled.dollar.change
Shared Income Quintile,bottom quintile,net per capita cash,2015.0,-6.505999999999403,scheduled.dollar.change
Shared Income Quintile,2nd quintile,net per capita cash,2015.0,-52.48400000000038,scheduled.dollar.change
Shared Income Quintile,3rd quintile,net per capita cash,2015.0,-47.038000000000466,scheduled.dollar.change
Shared Income Quintile,4th quintile,net per capita cash,2015.0,-85.57500000000437,scheduled.dollar.change
Shared Income Quintile,top quintile,net per capita cash,2015.0,-76.26200000000244,scheduled.dollar.change
Shared Lifetime Earnings Quintile,bottom quintile,net per capita cash,2015.0,-11.043999999999869,scheduled.dollar.change
Shared Lifetime Earnings Quintile,2nd quintile,net per capita cash,2015.0,-42.154999999998836,scheduled.dollar.change
Shared Lifetime Earnings Quintile,3rd quintile,net per capita cash,2015.0,-61.15099999999802,scheduled.dollar.change
Shared Lifetime Earnings Quintile,4th quintile,net per capita cash,2015.0,-67.34999999999854,scheduled.dollar.change
Shared Lifetime Earnings Quintile,top quintile,net per capita cash,2015.0,-90.33499999999913,scheduled.dollar.change
Homeownership,Home Owner,net per capita cash,2015.0,-61.89400000000023,scheduled.dollar.change
Homeownership,Renter,net per capita cash,2015.0,-24.68199999999706,scheduled.dollar.change
Family Income Relative to Official Poverty,1.Less 100% of Poverty,net per capita cash,2015.0,2.894000000000233,scheduled.dollar.change
Family Income Relative to Official Poverty,2.100-199% of Poverty,net per capita cash,2015.0,-5.710999999999331,scheduled.dollar.change
Family Income Relative to Official Poverty,3.200-399% of Poverty,net per capita cash,2015.0,-10.066000000002532,scheduled.dollar.change
Family Income Relative to Official Poverty,4.400%+ of Poverty,net per capita cash,2015.0,-36.62700000000041,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),<0k,net per capita cash,2015.0,-37.82600000000093,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),0k -  5k,net per capita cash,2015.0,-57.18000000000029,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),5k - 25k,net per capita cash,2015.0,-52.567000000002736,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),25k +,net per capita cash,2015.0,-67.69400000000314,scheduled.dollar.change
Per Capita Financial Assets ($2015),<0k,net per capita cash,2015.0,-18.948999999998705,scheduled.dollar.change
Per Capita Financial Assets ($2015),0k -  5k,net per capita cash,2015.0,-35.97200000000157,scheduled.dollar.change
Per Capita Financial Assets ($2015),5k - 25k,net per capita cash,2015.0,-39.1140000000014,scheduled.dollar.change
Per Capita Financial Assets ($2015),25k +,net per capita cash,2015.0,-70.27500000000146,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),<0k,net per capita cash,2015.0,-19.084999999999127,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,net per capita cash,2015.0,-32.11700000000019,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,net per capita cash,2015.0,-37.052999999999884,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,net per capita cash,2015.0,-64.33000000000175,scheduled.dollar.change
All,All,per capita annuity,2025.0,-313.88300000000163,scheduled.dollar.change
Age,62-69,per capita annuity,2025.0,-325.3810000000012,scheduled.dollar.change
Age,70-74,per capita annuity,2025.0,-313.9890000000014,scheduled.dollar.change
Age,75-79,per capita annuity,2025.0,-346.1200000000026,scheduled.dollar.change
Age,80-84,per capita annuity,2025.0,-302.2320000000036,scheduled.dollar.change
Age,85+,per capita annuity,2025.0,-211.35800000000745,scheduled.dollar.change
Sex,Female,per capita annuity,2025.0,-275.63700000000244,scheduled.dollar.change
Sex,Male,per capita annuity,2025.0,-358.45900000000256,scheduled.dollar.change
Education,1.High School Dropout,per capita annuity,2025.0,75.91999999999825,scheduled.dollar.change
Education,2.High School Graduate,per capita annuity,2025.0,-240.08600000000297,scheduled.dollar.change
Education,3.Some College,per capita annuity,2025.0,-419.7239999999947,scheduled.dollar.change
Education,4.College Graduate,per capita annuity,2025.0,-500.27099999999336,scheduled.dollar.change
Race Ethnicity,1.White,per capita annuity,2025.0,-411.83099999999104,scheduled.dollar.change
Race Ethnicity,2.Black,per capita annuity,2025.0,-123.64500000000407,scheduled.dollar.change
Race Ethnicity,3.Hispanic,per capita annuity,2025.0,-0.21299999999973807,scheduled.dollar.change
