category,group,year,option,scale,baseline,Average annuity income,Average cash income,Average net annuity income,Average net cash income
Financial + Retirement Account Assets ($2015),0k -  5k,2035,90% tax max and 13.4% payroll tax,per capita,Scheduled law,19219.399,16975.377,15892.113,13648.091
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Annual primary insurance amount,equivalent,Payable law,22002.75,19450.943,18611.177,16059.37
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Annual primary insurance amount,equivalent,Scheduled law,22002.75,19450.943,18611.177,16059.37
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Annual primary insurance amount,per capita,Payable law,19525.366,17279.471,16202.475,13956.58
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Annual primary insurance amount,per capita,Scheduled law,19525.366,17279.471,16202.475,13956.58
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Basic minimum benefit,equivalent,Payable law,22623.104,20070.852,19240.313,16688.06
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Basic minimum benefit,equivalent,Scheduled law,22623.104,20070.852,19240.313,16688.06
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Basic minimum benefit,per capita,Payable law,20062.352,17816.067,16746.667,14500.382
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Basic minimum benefit,per capita,Scheduled law,20062.352,17816.067,16746.667,14500.382
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Bipartisan Policy Center package,equivalent,Payable law,19994.335,17629.488,16740.679,14375.832
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Bipartisan Policy Center package,equivalent,Scheduled law,19994.335,17629.488,16740.679,14375.832
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Bipartisan Policy Center package,per capita,Payable law,17780.876,15686.361,14592.105,12497.59
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Bipartisan Policy Center package,per capita,Scheduled law,17780.876,15686.361,14592.105,12497.59
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Cap COLA,equivalent,Payable law,21655.752,19103.945,18276.166,15724.359
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Cap COLA,equivalent,Scheduled law,21655.752,19103.945,18276.166,15724.359
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Cap COLA,per capita,Payable law,19213.741,16967.847,15900.738,13654.844
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Cap COLA,per capita,Scheduled law,19213.741,16967.847,15900.738,13654.844
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Cap spouse benefits,equivalent,Payable law,21681.025,19129.218,18245.708,15693.901
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Cap spouse benefits,equivalent,Scheduled law,21681.025,19129.218,18245.708,15693.901
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Cap spouse benefits,per capita,Payable law,19131.339,16885.447,15820.486,13574.594
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Cap spouse benefits,per capita,Scheduled law,19131.339,16885.447,15820.486,13574.594
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Chained-CPI COLA,equivalent,Payable law,21180.611,18628.813,17803.361,15251.563
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Chained-CPI COLA,equivalent,Scheduled law,21180.611,18628.813,17803.361,15251.563
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Chained-CPI COLA,per capita,Payable law,18802.398,16556.511,15491.528,13245.641
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Chained-CPI COLA,per capita,Scheduled law,18802.398,16556.511,15491.528,13245.641
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Eliminate the tax max,equivalent,Payable law,21685.183,19133.376,18304.372,15752.565
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Eliminate the tax max,equivalent,Scheduled law,21685.183,19133.376,18304.372,15752.565
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Eliminate the tax max,per capita,Payable law,19239.331,16993.436,15924.994,13679.1
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Eliminate the tax max,per capita,Scheduled law,19239.331,16993.436,15924.994,13679.1
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Increase benefits taxation,equivalent,Payable law,21564.35,19012.547,18187.458,15635.655
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Increase benefits taxation,equivalent,Scheduled law,21564.35,19012.547,18187.458,15635.655
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Increase benefits taxation,per capita,Payable law,19235.069,16989.174,15874.636,13628.741
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Increase benefits taxation,per capita,Scheduled law,19235.069,16989.174,15874.636,13628.741
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Increase COLA,equivalent,Payable law,22067.5,19515.714,18684.119,16132.333
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Increase COLA,equivalent,Scheduled law,22067.5,19515.714,18684.119,16132.333
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Increase COLA,per capita,Payable law,19568.335,17322.453,16252.122,14006.24
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Increase COLA,per capita,Scheduled law,19568.335,17322.453,16252.122,14006.24
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Increase FRA,equivalent,Payable law,21629.573,19077.766,18252.203,15700.396
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Increase FRA,equivalent,Scheduled law,21629.573,19077.766,18252.203,15700.396
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Increase FRA,per capita,Payable law,19187.709,16941.815,15876.895,13631
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Increase FRA,per capita,Scheduled law,19187.709,16941.815,15876.895,13631
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Increase FRA and EEA,equivalent,Payable law,21585.495,19033.688,18209.391,15657.584
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Increase FRA and EEA,equivalent,Scheduled law,21585.495,19033.688,18209.391,15657.584
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Increase FRA and EEA,per capita,Payable law,19150.358,16904.463,15840.647,13594.752
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Increase FRA and EEA,per capita,Scheduled law,19150.358,16904.463,15840.647,13594.752
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Payable law,equivalent,Payable law,18990.087,16438.514,15642.454,13090.881
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Payable law,equivalent,Scheduled law,18990.087,16438.514,15642.454,13090.881
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Payable law,per capita,Payable law,16861.625,14615.935,13576.819,11331.129
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Payable law,per capita,Scheduled law,16861.625,14615.935,13576.819,11331.129
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Reduce COLA,equivalent,Payable law,21115.746,18563.948,17739.296,15187.499
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Reduce COLA,equivalent,Scheduled law,21115.746,18563.948,17739.296,15187.499
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Reduce COLA,per capita,Payable law,18748.174,16502.287,15437.939,13192.053
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Reduce COLA,per capita,Scheduled law,18748.174,16502.287,15437.939,13192.053
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Scheduled law,equivalent,Payable law,21681.025,19129.218,18300.463,15748.656
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Scheduled law,equivalent,Scheduled law,21681.025,19129.218,18300.463,15748.656
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Scheduled law,per capita,Payable law,19235.069,16989.174,15921.297,13675.402
Financial + Retirement Account Assets ($2015),0k -  5k,2035,Scheduled law,per capita,Scheduled law,19235.069,16989.174,15921.297,13675.402
Financial + Retirement Account Assets ($2015),0k -  5k,2045,"$150,000 tax max",equivalent,Payable law,22727.164,19845.653,18387.799,15506.288
Financial + Retirement Account Assets ($2015),0k -  5k,2045,"$150,000 tax max",equivalent,Scheduled law,22727.164,19845.653,18387.799,15506.288
Financial + Retirement Account Assets ($2015),0k -  5k,2045,"$150,000 tax max",per capita,Payable law,20326.655,17739.054,16089.628,13502.027
Financial + Retirement Account Assets ($2015),0k -  5k,2045,"$150,000 tax max",per capita,Scheduled law,20326.655,17739.054,16089.628,13502.027
Financial + Retirement Account Assets ($2015),0k -  5k,2045,"$180,000 tax max",equivalent,Payable law,22732.512,19851.002,18392.889,15511.378
Financial + Retirement Account Assets ($2015),0k -  5k,2045,"$180,000 tax max",equivalent,Scheduled law,22732.512,19851.002,18392.889,15511.378
Financial + Retirement Account Assets ($2015),0k -  5k,2045,"$180,000 tax max",per capita,Payable law,20331.287,17743.686,16093.726,13506.126
Financial + Retirement Account Assets ($2015),0k -  5k,2045,"$180,000 tax max",per capita,Scheduled law,20331.287,17743.686,16093.726,13506.126
Financial + Retirement Account Assets ($2015),0k -  5k,2045,13.4% payroll tax,equivalent,Payable law,22689.341,19809.401,18335.441,15455.501
Financial + Retirement Account Assets ($2015),0k -  5k,2045,13.4% payroll tax,equivalent,Scheduled law,22689.341,19809.401,18335.441,15455.501
Financial + Retirement Account Assets ($2015),0k -  5k,2045,13.4% payroll tax,per capita,Payable law,20284.355,17699.74,16035.129,13450.514
Financial + Retirement Account Assets ($2015),0k -  5k,2045,13.4% payroll tax,per capita,Scheduled law,20284.355,17699.74,16035.129,13450.514
Financial + Retirement Account Assets ($2015),0k -  5k,2045,14.4% payroll tax,equivalent,Payable law,22653.326,19775,18284.435,15406.108
Financial + Retirement Account Assets ($2015),0k -  5k,2045,14.4% payroll tax,equivalent,Scheduled law,22653.326,19775,18284.435,15406.108
Financial + Retirement Account Assets ($2015),0k -  5k,2045,14.4% payroll tax,per capita,Payable law,20253.07,17669.732,15990.408,13407.07
Financial + Retirement Account Assets ($2015),0k -  5k,2045,14.4% payroll tax,per capita,Scheduled law,20253.07,17669.732,15990.408,13407.07
Financial + Retirement Account Assets ($2015),0k -  5k,2045,15.4% payroll tax,equivalent,Payable law,22601.814,19728.715,18240.332,15367.234
Financial + Retirement Account Assets ($2015),0k -  5k,2045,15.4% payroll tax,equivalent,Scheduled law,22601.814,19728.715,18240.332,15367.234
Financial + Retirement Account Assets ($2015),0k -  5k,2045,15.4% payroll tax,per capita,Payable law,20224.26,17658.281,15958.636,13392.656
Financial + Retirement Account Assets ($2015),0k -  5k,2045,15.4% payroll tax,per capita,Scheduled law,20224.26,17658.281,15958.636,13392.656
Financial + Retirement Account Assets ($2015),0k -  5k,2045,75% survivor benefit,equivalent,Payable law,22513.695,19632.209,18180.97,15299.484
Financial + Retirement Account Assets ($2015),0k -  5k,2045,75% survivor benefit,equivalent,Scheduled law,22513.695,19632.209,18180.97,15299.484
Financial + Retirement Account Assets ($2015),0k -  5k,2045,75% survivor benefit,per capita,Payable law,20118.869,17531.284,15888.01,13300.424
Financial + Retirement Account Assets ($2015),0k -  5k,2045,75% survivor benefit,per capita,Scheduled law,20118.869,17531.284,15888.01,13300.424
Financial + Retirement Account Assets ($2015),0k -  5k,2045,90% tax max,equivalent,Payable law,22741.316,19859.805,18401.343,15519.832
Financial + Retirement Account Assets ($2015),0k -  5k,2045,90% tax max,equivalent,Scheduled law,22741.316,19859.805,18401.343,15519.832
Financial + Retirement Account Assets ($2015),0k -  5k,2045,90% tax max,per capita,Payable law,20339.392,17751.792,16101.525,13513.924
Financial + Retirement Account Assets ($2015),0k -  5k,2045,90% tax max,per capita,Scheduled law,20339.392,17751.792,16101.525,13513.924
Financial + Retirement Account Assets ($2015),0k -  5k,2045,90% tax max and 13.4% payroll tax,equivalent,Payable law,22710.37,19830.43,18355.301,15475.361
Financial + Retirement Account Assets ($2015),0k -  5k,2045,90% tax max and 13.4% payroll tax,equivalent,Scheduled law,22710.37,19830.43,18355.301,15475.361
Financial + Retirement Account Assets ($2015),0k -  5k,2045,90% tax max and 13.4% payroll tax,per capita,Payable law,20302.102,17717.487,16050.773,13466.159
Financial + Retirement Account Assets ($2015),0k -  5k,2045,90% tax max and 13.4% payroll tax,per capita,Scheduled law,20302.102,17717.487,16050.773,13466.159
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Annual primary insurance amount,equivalent,Payable law,23447.291,20565.692,19085.712,16204.113
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Annual primary insurance amount,equivalent,Scheduled law,23447.291,20565.692,19085.712,16204.113
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Annual primary insurance amount,per capita,Payable law,21002.231,18414.555,16747.219,14159.543
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Annual primary insurance amount,per capita,Scheduled law,21002.231,18414.555,16747.219,14159.543
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Basic minimum benefit,equivalent,Payable law,24094.187,21212.314,19752.964,16871.091
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Basic minimum benefit,equivalent,Scheduled law,24094.187,21212.314,19752.964,16871.091
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Basic minimum benefit,per capita,Payable law,21523.888,18935.98,17285.941,14698.032
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Basic minimum benefit,per capita,Scheduled law,21523.888,18935.98,17285.941,14698.032
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Bipartisan Policy Center package,equivalent,Payable law,19714.727,17456.565,15738.576,13480.414
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Bipartisan Policy Center package,equivalent,Scheduled law,19714.727,17456.565,15738.576,13480.414
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Bipartisan Policy Center package,per capita,Payable law,17640.232,15580.251,13734.973,11674.992
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Bipartisan Policy Center package,per capita,Scheduled law,17640.232,15580.251,13734.973,11674.992
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Cap COLA,equivalent,Payable law,22693.075,19811.564,18355.628,15474.118
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Cap COLA,equivalent,Scheduled law,22693.075,19811.564,18355.628,15474.118
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Cap COLA,per capita,Payable law,20296.599,17708.998,16061.788,13474.187
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Cap COLA,per capita,Scheduled law,20296.599,17708.998,16061.788,13474.187
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Cap spouse benefits,equivalent,Payable law,22720.085,19838.574,18348.63,15467.119
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Cap spouse benefits,equivalent,Scheduled law,22720.085,19838.574,18348.63,15467.119
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Cap spouse benefits,per capita,Payable law,20177.623,17590.026,15944.145,13356.547
Financial + Retirement Account Assets ($2015),0k -  5k,2045,Cap spouse benefits,per capita,Scheduled law,20177.623,17590.026,15944.145,13356.547
